model_class,miner_time_sec,scientist_time_sec,at_time_sec,total_time_sec,model_wall_time_sec,size_label
FourKAE,1.3780000000000001,60.64732,2.7090199999999998,64.73436000000001,64.73638,4k
SixKAE,0.89408,62.5955,2.65318,66.14276,66.14432000000001,6k
EightKAE,0.90154,60.549279999999996,2.49906,63.9499,63.95129999999999,8k
TenKAE,0.84168,59.285619999999994,2.5372999999999997,62.66459999999999,62.66584,10k
TwelveKAE,0.8421200000000001,60.275819999999996,2.53116,63.64912,63.65033999999999,12k
