model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,10,0,0,0.5,1.0,0.6667
SixKCNN,10,6,4,0,0.625,1.0,0.7692
EightKCNN,0,0,10,10,0.0,0.0,0.0
TenKCNN,3,0,10,7,1.0,0.3,0.4615
TwelveKCNN,2,0,10,8,1.0,0.2,0.3333
