model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,8,3,7,2,0.7273,0.8,0.7619
SixKCNN,7,0,10,3,1.0,0.7,0.8235
EightKCNN,7,0,10,3,1.0,0.7,0.8235
TenKCNN,9,3,7,1,0.75,0.9,0.8182
TwelveKCNN,9,0,10,1,1.0,0.9,0.9474
