model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,1,9,0,0.9091,1.0,0.9524
SixKCNN,10,2,8,0,0.8333,1.0,0.9091
EightKCNN,10,2,8,0,0.8333,1.0,0.9091
TenKCNN,10,2,8,0,0.8333,1.0,0.9091
TwelveKCNN,10,0,10,0,1.0,1.0,1.0
