model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,3,0,10,7,1.0,0.3,0.4615
SixKCNN,1,0,10,9,1.0,0.1,0.1818
EightKCNN,0,0,10,10,0.0,0.0,0.0
TenKCNN,9,1,9,1,0.9,0.9,0.9
TwelveKCNN,0,0,10,10,0.0,0.0,0.0
