model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,7,1,9,3,0.875,0.7,0.7778
SixKCNN,8,2,8,2,0.8,0.8,0.8
EightKCNN,8,2,8,2,0.8,0.8,0.8
TenKCNN,10,2,8,0,0.8333,1.0,0.9091
TwelveKCNN,5,0,10,5,1.0,0.5,0.6667
