model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,3,7,0,0.7692,1.0,0.8696
SixKCNN,10,4,6,0,0.7143,1.0,0.8333
EightKCNN,10,3,7,0,0.7692,1.0,0.8696
TenKCNN,9,0,10,1,1.0,0.9,0.9474
TwelveKCNN,9,1,9,1,0.9,0.9,0.9
