model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,5,5,0,0.6667,1.0,0.8
SixKCNN,7,0,10,3,1.0,0.7,0.8235
EightKCNN,6,1,9,4,0.8571,0.6,0.7059
TenKCNN,6,0,10,4,1.0,0.6,0.75
TwelveKCNN,9,4,6,1,0.6923,0.9,0.7826
