model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,0,10,0,1.0,1.0,1.0
SixKCNN,8,0,10,2,1.0,0.8,0.8889
EightKCNN,8,0,10,2,1.0,0.8,0.8889
TenKCNN,10,1,9,0,0.9091,1.0,0.9524
TwelveKCNN,10,0,10,0,1.0,1.0,1.0
