model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,10,0,0,0.5,1.0,0.6667
SixKCNN,1,0,10,9,1.0,0.1,0.1818
EightKCNN,7,6,4,3,0.5385,0.7,0.6087
TenKCNN,2,0,10,8,1.0,0.2,0.3333
TwelveKCNN,8,1,9,2,0.8889,0.8,0.8421
