model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,8,0,10,2,1.0,0.8,0.8889
SixKCNN,9,6,4,1,0.6,0.9,0.72
EightKCNN,7,3,7,3,0.7,0.7,0.7
TenKCNN,9,5,5,1,0.6429,0.9,0.75
TwelveKCNN,10,0,10,0,1.0,1.0,1.0
