n_seeds,model_class,size_label,precision,recall,f1
10,FourKMLP,4k,0.5916790000000001,0.765,0.629765
10,SixKMLP,6k,0.7101430000000001,0.759,0.680094
10,EightKMLP,8k,0.6119140000000001,0.828,0.666416
10,TenKMLP,10k,0.6953579999999999,0.794,0.705416
10,TwelveKMLP,12k,0.623973,0.8420000000000001,0.680009
