n_seeds,model_class,size_label,precision,recall,f1
1,FourKAE,4k,0.5,1.0,0.6667
1,SixKAE,6k,0.49238,0.54,0.49885999999999997
1,EightKAE,8k,0.49698000000000003,0.44000000000000006,0.4425
1,TenKAE,10k,0.44376,0.82,0.5745199999999999
1,TwelveKAE,12k,0.5,1.0,0.6667
