experiment,n_seeds,model_class,size_label,precision,recall,f1
,101,FourKMLP,4k,0.5916881688168817,0.764976497649765,0.6297613061306131
,101,SixKMLP,6k,0.71011401140114,0.758975897589759,0.6800620062006201
,101,EightKMLP,8k,0.6119251925192519,0.827982798279828,0.6664159715971597
,101,TenKMLP,10k,0.6953719771977197,0.793979397939794,0.7054151115111511
,101,TwelveKMLP,12k,0.623985398539854,0.841984198419842,0.6800103310331034
