model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,10,0,0,0.5,1.0,0.6667
SixKMLP,1,0,10,9,1.0,0.1,0.1818
EightKMLP,5,3,7,5,0.625,0.5,0.5556
TenKMLP,2,1,9,8,0.6667,0.2,0.3077
TwelveKMLP,3,7,3,7,0.3,0.3,0.3
