experiment,n_seeds,model_class,size_label,precision,recall,f1
,127,FourKMLP,4k,0.5894708127505663,0.8073039587423309,0.6485177419316734
,127,SixKMLP,6k,0.7086632217552464,0.7906735555445308,0.6963269656099468
,127,EightKMLP,8k,0.6519139341493204,0.8460964206656886,0.6992262134087424
,127,TenKMLP,10k,0.6991940289304521,0.8274480203925905,0.7262019005837592
,127,TwelveKMLP,12k,0.6417268555201977,0.8636408522742037,0.7005437304360358
