model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,10,0,0,0.5,1.0,0.6667
SixKMLP,3,0,10,7,1.0,0.3,0.4615
EightKMLP,5,3,7,5,0.625,0.5,0.5556
TenKMLP,3,1,9,7,0.75,0.3,0.4286
TwelveKMLP,5,7,3,5,0.4167,0.5,0.4545
