model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,10,0,0,0.5,1.0,0.6667
SixKMLP,10,0,10,0,1.0,1.0,1.0
EightKMLP,10,3,7,0,0.7692,1.0,0.8696
TenKMLP,10,1,9,0,0.9091,1.0,0.9524
TwelveKMLP,10,7,3,0,0.5882,1.0,0.7407
