model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,2,6,4,8,0.25,0.2,0.2222
SixKMLP,0,0,10,10,0.0,0.0,0.0
EightKMLP,10,10,0,0,0.5,1.0,0.6667
TenKMLP,3,8,2,7,0.2727,0.3,0.2857
TwelveKMLP,6,10,0,4,0.375,0.6,0.4615
