model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,7,10,0,3,0.4118,0.7,0.5185
SixKMLP,0,0,10,10,0.0,0.0,0.0
EightKMLP,10,10,0,0,0.5,1.0,0.6667
TenKMLP,3,8,2,7,0.2727,0.3,0.2857
TwelveKMLP,10,10,0,0,0.5,1.0,0.6667
