model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,8,6,4,2,0.5714,0.8,0.6667
SixKMLP,2,0,10,8,1.0,0.2,0.3333
EightKMLP,2,0,10,8,1.0,0.2,0.3333
TenKMLP,8,9,1,2,0.4706,0.8,0.5926
TwelveKMLP,7,0,10,3,1.0,0.7,0.8235
