model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,9,7,3,1,0.5625,0.9,0.6923
SixKMLP,2,3,7,8,0.4,0.2,0.2667
EightKMLP,8,2,8,2,0.8,0.8,0.8
TenKMLP,7,2,8,3,0.7778,0.7,0.7368
TwelveKMLP,10,10,0,0,0.5,1.0,0.6667
