model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,8,6,4,2,0.5714,0.8,0.6667
SixKMLP,10,3,7,0,0.7692,1.0,0.8696
EightKMLP,10,10,0,0,0.5,1.0,0.6667
TenKMLP,10,8,2,0,0.5556,1.0,0.7143
TwelveKMLP,9,10,0,1,0.4737,0.9,0.6207
