model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,6,0,10,4,1.0,0.6,0.75
SixKMLP,10,10,0,0,0.5,1.0,0.6667
EightKMLP,7,0,10,3,1.0,0.7,0.8235
TenKMLP,10,0,10,0,1.0,1.0,1.0
TwelveKMLP,8,0,10,2,1.0,0.8,0.8889
