experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_time_sec,scientist_time_sec,at_time_sec,total_time_sec,model_wall_time_sec
rt_cnn,0,FourKCNN,cnn,10,1,9,0,0.9091,1.0,0.9524,2.9054,46.1005,1.4299,50.4358,50.4379
rt_cnn,0,SixKCNN,cnn,10,3,7,0,0.7692,1.0,0.8696,0.6804,46.7485,1.3048,48.7337,48.7354
rt_cnn,0,EightKCNN,cnn,10,7,3,0,0.5882,1.0,0.7407,0.6678,47.1636,1.3137,49.1451,49.1467
rt_cnn,0,TenKCNN,cnn,10,9,1,0,0.5263,1.0,0.6897,0.6697,47.673,1.3095,49.6522,49.6538
rt_cnn,0,TwelveKCNN,cnn,10,10,0,0,0.5,1.0,0.6667,0.6722,47.777,1.3045,49.7536,49.7553
rt_cnn,0,ALL,cnn,50,30,20,0,0.625,1.0,0.7692,5.5955,235.4626,6.6623,247.7205,251.1549
