experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_time_sec,scientist_time_sec,at_time_sec,total_time_sec,model_wall_time_sec
rt_ae,3,FourKAE,ae,10,10,0,0,0.5,1.0,0.6667,1.2903,61.0008,2.6275,64.9186,64.9207
rt_ae,3,SixKAE,ae,10,1,9,0,0.9091,1.0,0.9524,0.8411,59.2332,2.534,62.6083,62.6096
rt_ae,3,EightKAE,ae,10,0,10,0,1.0,1.0,1.0,0.8233,59.4724,2.5189,62.8147,62.8158
rt_ae,3,TenKAE,ae,10,4,6,0,0.7143,1.0,0.8333,0.8268,59.4648,2.5201,62.8117,62.8128
rt_ae,3,TwelveKAE,ae,10,9,1,0,0.5263,1.0,0.6897,0.8189,59.1816,2.4994,62.5,62.5012
rt_ae,3,ALL,ae,50,24,26,0,0.6757,1.0,0.8065,4.6004,298.3528,12.7,315.6532,317.4637
