experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_time_sec,scientist_time_sec,at_time_sec,total_time_sec,model_wall_time_sec
rt_cnn,0,FourKCNN,cnn,10,1,9,0,0.9091,1.0,0.9524,2.6579,47.5781,1.52,51.756,51.7581
rt_cnn,0,SixKCNN,cnn,10,3,7,0,0.7692,1.0,0.8696,0.6939,46.6702,1.3261,48.6902,48.6918
rt_cnn,0,EightKCNN,cnn,10,7,3,0,0.5882,1.0,0.7407,0.6593,46.773,1.3277,48.7599,48.7614
rt_cnn,0,TenKCNN,cnn,10,9,1,0,0.5263,1.0,0.6897,0.6624,47.4948,1.3303,49.4875,49.489
rt_cnn,0,TwelveKCNN,cnn,10,10,0,0,0.5,1.0,0.6667,0.6741,47.5058,1.3252,49.5052,49.5066
rt_cnn,0,ALL,cnn,50,30,20,0,0.625,1.0,0.7692,5.3476,236.0218,6.8294,248.1988,251.455
