model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,0,0,10,10,0.0,0.0,0.0
SixKCNN,8,7,3,2,0.5333,0.8,0.64
EightKCNN,6,6,4,4,0.5,0.6,0.5455
TenKCNN,10,7,3,0,0.5882,1.0,0.7407
TwelveKCNN,9,10,0,1,0.4737,0.9,0.6207
