model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,0,0,10,10,0.0,0.0,0.0
SixKCNN,5,0,10,5,1.0,0.5,0.6667
EightKCNN,3,0,10,7,1.0,0.3,0.4615
TenKCNN,7,0,10,3,1.0,0.7,0.8235
TwelveKCNN,8,2,8,2,0.8,0.8,0.8
