n_seeds,model_class,size_label,precision,recall,f1
5,FourKCNN,4k,0.7911159999999999,0.856,0.8048000000000001
5,SixKCNN,6k,0.765748,0.924,0.810312
5,EightKCNN,8k,0.821624,0.836,0.8001
5,TenKCNN,10k,0.7241920000000001,0.956,0.790916
5,TwelveKCNN,12k,0.7497320000000001,0.968,0.821348
