model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,0,10,0,1.0,1.0,1.0
SixKCNN,10,7,3,0,0.5882,1.0,0.7407
EightKCNN,10,5,5,0,0.6667,1.0,0.8
TenKCNN,10,7,3,0,0.5882,1.0,0.7407
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
