experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
sae_mem_FourKCNN,1,FourKCNN,cnn,10,6,4,0,0.625,1.0,0.7692,510562304,510.562,10845601792,10845.602,523878400,523.878,11880042496,11880.042
