model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,9,6,4,1,0.6,0.9,0.72
SixKMLP,9,6,4,1,0.6,0.9,0.72
EightKMLP,9,6,4,1,0.6,0.9,0.72
TenKMLP,9,6,4,1,0.6,0.9,0.72
TwelveKMLP,9,6,4,1,0.6,0.9,0.72
