model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,9,1,9,1,0.9,0.9,0.9
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,10,5,5,0,0.6667,1.0,0.8
TenKCNN,10,10,0,0,0.5,1.0,0.6667
TwelveKCNN,10,5,5,0,0.6667,1.0,0.8
