model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,7,1,9,3,0.875,0.7,0.7778
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,7,0,10,3,1.0,0.7,0.8235
TenKCNN,10,0,10,0,1.0,1.0,1.0
TwelveKCNN,10,4,6,0,0.7143,1.0,0.8333
