model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,10,0,0,0.5,1.0,0.6667
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,10,6,4,0,0.625,1.0,0.7692
TenKCNN,10,10,0,0,0.5,1.0,0.6667
TwelveKCNN,9,10,0,1,0.4737,0.9,0.6207
