model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,4,4,6,6,0.5,0.4,0.4444
SixKCNN,7,0,10,3,1.0,0.7,0.8235
EightKCNN,6,9,1,4,0.4,0.6,0.48
TenKCNN,10,8,2,0,0.5556,1.0,0.7143
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
