model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,0,10,0,1.0,1.0,1.0
SixKCNN,5,0,10,5,1.0,0.5,0.6667
EightKCNN,8,10,0,2,0.4444,0.8,0.5714
TenKCNN,4,0,10,6,1.0,0.4,0.5714
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
