model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,10,0,0,0.5,1.0,0.6667
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,0,0,10,10,0.0,0.0,0.0
TenKCNN,10,10,0,0,0.5,1.0,0.6667
TwelveKCNN,6,2,8,4,0.75,0.6,0.6667
