model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,10,0,0,0.5,1.0,0.6667
SixKCNN,6,0,10,4,1.0,0.6,0.75
EightKCNN,2,8,2,8,0.2,0.2,0.2
TenKCNN,10,10,0,0,0.5,1.0,0.6667
TwelveKCNN,9,10,0,1,0.4737,0.9,0.6207
