model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,3,1,9,7,0.75,0.3,0.4286
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,6,3,7,4,0.6667,0.6,0.6316
TenKCNN,9,3,7,1,0.75,0.9,0.8182
TwelveKCNN,10,4,6,0,0.7143,1.0,0.8333
