model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,10,0,0,0.5,1.0,0.6667
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,3,7,3,7,0.3,0.3,0.3
TenKCNN,8,10,0,2,0.4444,0.8,0.5714
TwelveKCNN,9,10,0,1,0.4737,0.9,0.6207
