experiment,n_seeds,model_class,size_label,precision,recall,f1
,50,FourKMLP,4k,0.7944920000000001,0.79,0.741428
,50,SixKMLP,6k,0.7944920000000001,0.79,0.741428
,50,EightKMLP,8k,0.7944920000000001,0.79,0.741428
,50,TenKMLP,10k,0.7944920000000001,0.79,0.741428
,50,TwelveKMLP,12k,0.7944920000000001,0.79,0.741428
