model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,7,3,0,0.5882,1.0,0.7407
SixKMLP,10,7,3,0,0.5882,1.0,0.7407
EightKMLP,10,7,3,0,0.5882,1.0,0.7407
TenKMLP,10,7,3,0,0.5882,1.0,0.7407
TwelveKMLP,10,7,3,0,0.5882,1.0,0.7407
