model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,3,7,0,0.7692,1.0,0.8696
SixKMLP,6,0,10,4,1.0,0.6,0.75
EightKMLP,8,0,10,2,1.0,0.8,0.8889
TenKMLP,9,0,10,1,1.0,0.9,0.9474
TwelveKMLP,9,0,10,1,1.0,0.9,0.9474
