model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,8,2,0,0.5556,1.0,0.7143
SixKMLP,10,0,10,0,1.0,1.0,1.0
EightKMLP,8,1,9,2,0.8889,0.8,0.8421
TenKMLP,10,0,10,0,1.0,1.0,1.0
TwelveKMLP,10,0,10,0,1.0,1.0,1.0
