model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,9,1,0,0.5263,1.0,0.6897
SixKMLP,10,8,2,0,0.5556,1.0,0.7143
EightKMLP,10,6,4,0,0.625,1.0,0.7692
TenKMLP,4,1,9,6,0.8,0.4,0.5333
TwelveKMLP,9,4,6,1,0.6923,0.9,0.7826
