model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,0,1,9,10,0.0,0.0,0.0
SixKCNN,10,10,0,0,0.5,1.0,0.6667
EightKCNN,3,0,10,7,1.0,0.3,0.4615
TenKCNN,7,0,10,3,1.0,0.7,0.8235
TwelveKCNN,9,4,6,1,0.6923,0.9,0.7826
