model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,8,2,0,0.5556,1.0,0.7143
SixKCNN,6,0,10,4,1.0,0.6,0.75
EightKCNN,8,10,0,2,0.4444,0.8,0.5714
TenKCNN,5,0,10,5,1.0,0.5,0.6667
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
