n_seeds,model_class,size_label,precision,recall,f1
5,FourKCNN,4k,0.667996,0.8959999999999999,0.748664
5,SixKCNN,6k,0.665748,0.9520000000000001,0.761428
5,EightKCNN,8k,0.635124,0.9079999999999999,0.7193999999999999
5,TenKCNN,10k,0.7,0.968,0.779628
5,TwelveKCNN,12k,0.58828,0.996,0.7332519999999999
