model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,10,10,0,0,0.5,1.0,0.6667
SixKCNN,9,3,7,1,0.75,0.9,0.8182
EightKCNN,9,7,3,1,0.5625,0.9,0.6923
TenKCNN,10,10,0,0,0.5,1.0,0.6667
TwelveKCNN,10,10,0,0,0.5,1.0,0.6667
