model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,7,3,7,3,0.7,0.7,0.7
SixKCNN,3,0,10,7,1.0,0.3,0.4615
EightKCNN,0,0,10,10,0.0,0.0,0.0
TenKCNN,4,3,7,6,0.5714,0.4,0.4706
TwelveKCNN,0,0,10,10,0.0,0.0,0.0
