model_class,tp,fp,tn,fn,precision,recall,f1
FourKCNN,9,1,9,1,0.9,0.9,0.9
SixKCNN,10,2,8,0,0.8333,1.0,0.9091
EightKCNN,10,2,8,0,0.8333,1.0,0.9091
TenKCNN,10,2,8,0,0.8333,1.0,0.9091
TwelveKCNN,9,0,10,1,1.0,0.9,0.9474
