model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,5,6,4,5,0.4545,0.5,0.4762
SixKMLP,2,0,10,8,1.0,0.2,0.3333
EightKMLP,0,0,10,10,0.0,0.0,0.0
TenKMLP,7,9,1,3,0.4375,0.7,0.5385
TwelveKMLP,3,0,10,7,1.0,0.3,0.4615
