model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,10,10,0,0,0.5,1.0,0.6667
SixKMLP,5,0,10,5,1.0,0.5,0.6667
EightKMLP,6,3,7,4,0.6667,0.6,0.6316
TenKMLP,5,1,9,5,0.8333,0.5,0.625
TwelveKMLP,7,7,3,3,0.5,0.7,0.5833
