model_class,tp,fp,tn,fn,precision,recall,f1
FourKMLP,8,6,4,2,0.5714,0.8,0.6667
SixKMLP,0,3,7,10,0.0,0.0,0.0
EightKMLP,5,1,9,5,0.8333,0.5,0.625
TenKMLP,3,0,10,7,1.0,0.3,0.4615
TwelveKMLP,10,10,0,0,0.5,1.0,0.6667
