model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
FourKAE,ae,10.0,5.12,4.880000000000001,0.0,0.6824239999999999,1.0,0.8055959999999999,905928376.32,905.92844,18118567526.4,18118.567520000004,905928376.32,905.92844,19930424279.04,19930.42428
