experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
sae_mem_TwelveKMLP,1,TwelveKMLP,ffnn,10,0,10,0,1.0,1.0,1.0,481243136,481.243,9691422720,9691.423,527597568,527.598,10700263424,10700.263
