model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
All,cnn,10.0,2.68,7.32,0.0,0.808724,1.0,0.8886800000000001,524419235.84,524.41928,11081796485.119999,11081.79644,525652951.03999996,525.65288,12131868672.0,12131.868680000001
