model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_mem_bytes,miner_mem_mb,scientist_mem_bytes,scientist_mem_mb,at_mem_bytes,at_mem_mb,total_mem_bytes,total_mem_mb
FourKMLP,ffnn,10.0,0.32,9.68,0.0,0.9731919999999998,1.0,0.985436,481728757.76000005,481.72871999999995,9653078589.439999,9653.078640000002,525912145.91999996,525.9122000000001,10660719493.119999,10660.719560000001
