model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,10,10,0,0,0.5,1.0,0.6667
EightKAE,10,7,3,0,0.5882,1.0,0.7407
TenKAE,10,9,1,0,0.5263,1.0,0.6897
TwelveKAE,10,1,9,0,0.9091,1.0,0.9524
