experiment,seed,model_class,family,tp,fp,tn,fn,precision,recall,f1,miner_time_sec,scientist_time_sec,at_time_sec,total_time_sec,model_wall_time_sec
rt_cnn,0,FourKCNN,cnn,10,1,9,0,0.9091,1.0,0.9524,2.7655,50.6895,1.514,54.969,54.9711
rt_cnn,0,SixKCNN,cnn,10,3,7,0,0.7692,1.0,0.8696,0.6847,46.7635,1.3233,48.7715,48.7731
rt_cnn,0,EightKCNN,cnn,10,7,3,0,0.5882,1.0,0.7407,0.6819,47.3105,1.3135,49.306,49.3076
rt_cnn,0,TenKCNN,cnn,10,9,1,0,0.5263,1.0,0.6897,0.6761,48.0269,1.3398,50.0428,50.0444
rt_cnn,0,TwelveKCNN,cnn,10,10,0,0,0.5,1.0,0.6667,0.6768,47.9977,1.3172,49.9917,49.9933
rt_cnn,0,ALL,cnn,50,30,20,0,0.625,1.0,0.7692,5.485,240.7881,6.8078,253.0809,256.4071
