experiment,n_seeds,model_class,size_label,precision,recall,f1
,30,FourKAE,4k,0.50556,1.0,0.67146
,30,SixKAE,6k,0.5822299999999999,0.9833333333333333,0.72494
,30,EightKAE,8k,0.7221633333333333,0.9833333333333333,0.82297
,30,TenKAE,10k,0.64678,1.0,0.77831
,30,TwelveKAE,12k,0.72693,1.0,0.83464
