model_class,tp,fp,tn,fn,precision,recall,f1
FourKAE,10,10,0,0,0.5,1.0,0.6667
SixKAE,6,10,0,4,0.375,0.6,0.4615
EightKAE,10,3,7,0,0.7692,1.0,0.8696
TenKAE,10,0,10,0,1.0,1.0,1.0
TwelveKAE,10,6,4,0,0.625,1.0,0.7692
